SUMLEV,STATE,COUNTY,PLACE,COUSUB,CONCIT,PRIMGEO_FLAG,FUNCSTAT,NAME,STNAME,CENSUS2010POP,ESTIMATESBASE2010,POPESTIMATE2010,POPESTIMATE2011,POPESTIMATE2012,POPESTIMATE2013,POPESTIMATE2014,POPESTIMATE2015,POPESTIMATE2016,POPESTIMATE2017,POPESTIMATE2018
162,08,000,70635,00000,00000,0,A,Simla town,Colorado,618,613,614,612,613,617,624,631,629,636,639
162,08,000,71755,00000,00000,0,A,Snowmass Village town,Colorado,2826,2822,2822,2822,2843,2869,2894,2862,2794,2778,2773
162,08,000,72395,00000,00000,0,A,South Fork town,Colorado,386,378,379,375,373,367,361,357,355,354,351
162,08,000,73330,00000,00000,0,A,Springfield town,Colorado,1451,1451,1458,1449,1431,1405,1379,1366,1356,1371,1379
162,08,000,73715,00000,00000,0,A,Starkville town,Colorado,59,59,59,57,56,53,51,51,52,52,55
162,08,000,73825,00000,00000,0,A,Steamboat Springs city,Colorado,12088,12078,12056,11962,11949,12119,12363,12538,12736,13012,13212
162,08,000,73935,00000,00000,0,A,Sterling city,Colorado,14777,14786,14095,13968,13767,13622,13840,13824,13798,13746,13630
162,08,000,74485,00000,00000,0,A,Stratton town,Colorado,658,661,660,669,667,661,661,658,653,650,650
162,08,000,74815,00000,00000,0,A,Sugar City town,Colorado,258,258,260,264,258,252,251,245,245,241,246
162,08,000,75640,00000,00000,0,A,Superior town,Colorado,12483,12481,12493,12612,12743,12801,12785,12927,13115,13062,13175
162,08,000,75970,00000,00000,0,A,Swink town,Colorado,617,617,618,617,610,604,600,594,594,595,596
162,08,000,76795,00000,00000,0,A,Telluride town,Colorado,2325,2229,2230,2282,2312,2330,2363,2382,2441,2446,2484
162,08,000,77290,00000,00000,0,A,Thornton city,Colorado,118772,118784,119391,121919,124400,127096,129584,132301,134718,136945,139436
162,08,000,77510,00000,00000,0,A,Timnath town,Colorado,625,642,643,809,1171,1536,1968,2426,2903,3285,3992
162,08,000,78610,00000,00000,0,A,Trinidad city,Colorado,9096,9089,9028,8756,8690,8244,7976,7973,7983,8068,8211
162,08,000,79270,00000,00000,0,A,Two Buttes town,Colorado,43,43,43,43,42,41,40,40,40,40,40
162,08,000,80040,00000,00000,0,A,Vail town,Colorado,5305,5305,5291,5277,5298,5338,5366,5480,5527,5506,5450
162,08,000,80865,00000,00000,0,A,Victor city,Colorado,397,408,410,407,406,403,403,397,405,411,415
162,08,000,81030,00000,00000,0,A,Vilas town,Colorado,114,114,115,114,112,110,108,106,106,107,107
162,08,000,81690,00000,00000,0,A,Vona town,Colorado,106,106,106,107,107,106,106,105,104,104,104
162,08,000,82130,00000,00000,0,A,Walden town,Colorado,608,608,606,591,577,581,600,585,586,596,600
162,08,000,82350,00000,00000,0,A,Walsenburg city,Colorado,3068,3063,3045,2960,2964,2908,2871,2871,2937,2952,3046
162,08,000,82460,00000,00000,0,A,Walsh town,Colorado,546,546,549,544,536,526,517,513,509,514,517
162,08,000,82735,00000,00000,0,A,Ward town,Colorado,150,150,150,152,153,154,153,155,156,156,164
162,08,000,83230,00000,00000,0,A,Wellington town,Colorado,6289,6345,6366,6472,6567,6772,7200,7790,8419,9498,9994
162,08,000,83450,00000,00000,0,A,Westcliffe town,Colorado,568,570,571,565,565,566,574,579,593,615,620
162,08,000,83835,00000,00000,0,A,Westminster city,Colorado,106114,106144,106442,107746,109101,110458,111567,112475,113034,113254,113479
162,08,000,84440,00000,00000,0,A,Wheat Ridge city,Colorado,30166,30180,30208,30396,30785,30956,31137,31241,31467,31372,31400
162,08,000,84770,00000,00000,0,A,Wiggins town,Colorado,893,895,898,908,901,897,891,894,887,890,996
162,08,000,85045,00000,00000,0,A,Wiley town,Colorado,405,405,405,403,402,398,389,385,384,390,393
162,08,000,85155,00000,00000,0,A,Williamsburg town,Colorado,662,662,661,665,670,663,662,668,680,689,702
162,08,000,85485,00000,00000,0,A,Windsor town,Colorado,18644,18652,18774,19267,20113,21447,22639,23497,24525,26547,28967
162,08,000,85705,00000,00000,0,A,Winter Park town,Colorado,999,1001,996,976,944,950,966,978,1014,1032,1051
162,08,000,86090,00000,00000,0,A,Woodland Park city,Colorado,7200,7161,7195,7146,7151,7108,7105,7183,7370,7637,7785
162,08,000,86310,00000,00000,0,A,Wray city,Colorado,2342,2358,2359,2374,2366,2369,2382,2351,2350,2335,2334
162,08,000,86475,00000,00000,0,A,Yampa town,Colorado,429,428,426,424,424,431,438,441,447,460,464
162,08,000,86750,00000,00000,0,A,Yuma city,Colorado,3524,3523,3525,3545,3527,3532,3540,3482,3490,3464,3460
050,08,001,00000,00000,00000,0,A,Adams County,Colorado,441603,441698,443698,452203,460648,470145,480263,490768,498249,504428,511868
157,08,001,03455,00000,00000,1,A,Arvada city (pt.),Colorado,2849,2851,2864,2917,2991,3062,3096,3173,3239,3227,3224
157,08,001,04000,00000,00000,1,A,Aurora city (pt.),Colorado,39871,39948,40127,40796,41924,42619,43931,45490,45973,46346,47702
157,08,001,06090,00000,00000,1,A,Bennett town (pt.),Colorado,1955,1952,1959,1989,2017,2045,2070,2100,2112,2105,2113
157,08,001,08675,00000,00000,1,A,Brighton city (pt.),Colorado,33009,33076,33221,33842,34462,36060,36711,37733,38490,39838,40348
157,08,001,16495,00000,00000,1,A,Commerce City city,Colorado,45913,45905,46172,47557,48582,49797,51551,53245,54631,56063,58449
157,08,001,26270,00000,00000,1,A,Federal Heights city,Colorado,11467,11472,11520,11717,11914,12144,12316,12527,12701,12802,12845
157,08,001,45530,00000,00000,1,A,Lochbuie town (pt.),Colorado,2,2,2,2,2,2,2,2,2,2,2
157,08,001,54330,00000,00000,1,A,Northglenn city (pt.),Colorado,35777,35742,35872,36410,36923,37443,38479,38940,39163,39020,38990
157,08,001,77290,00000,00000,1,A,Thornton city (pt.),Colorado,118772,118784,119391,121919,124400,127096,129584,132301,134718,136945,139436
157,08,001,83835,00000,00000,1,A,Westminster city (pt.),Colorado,63696,63728,63978,64984,65960,66898,67756,68635,69041,69290,69394
157,08,001,99990,00000,00000,1,F,Balance of Adams County,Colorado,88292,88238,88592,90070,91473,92979,94767,96622,98179,98790,99365
050,08,003,00000,00000,00000,0,A,Alamosa County,Colorado,15445,15440,15932,16122,16095,16203,16220,16314,16461,16543,16683
157,08,003,01090,00000,00000,1,A,Alamosa city,Colorado,8780,8855,9314,9425,9434,9511,9562,9682,9769,9881,9997
157,08,003,37380,00000,00000,1,A,Hooper town,Colorado,103,103,103,106,103,102,101,102,102,102,101
157,08,003,99990,00000,00000,1,F,Balance of Alamosa County,Colorado,6562,6482,6515,6591,6558,6590,6557,6530,6590,6560,6585
050,08,005,00000,00000,00000,0,A,Arapahoe County,Colorado,572003,572130,574762,585844,596343,608209,618798,630637,638571,644132,651215
157,08,005,04000,00000,00000,1,A,Aurora city (pt.),Colorado,285090,284610,285828,291636,296908,302388,308052,313636,316303,319900,324897
157,08,005,06090,00000,00000,1,A,Bennett town (pt.),Colorado,353,350,351,356,363,368,370,375,377,374,399
157,08,005,08070,00000,00000,1,A,Bow Mar town (pt.),Colorado,589,589,591,600,613,625,635,653,672,667,670
157,08,005,12815,00000,00000,1,A,Centennial city,Colorado,100377,100635,100990,102510,104266,106667,107478,109170,109793,110453,110831
157,08,005,13845,00000,00000,1,A,Cherry Hills Village city,Colorado,5987,5987,6014,6124,6248,6381,6472,6591,6672,6654,6650
157,08,005,16385,00000,00000,1,A,Columbine Valley town,Colorado,1256,1256,1260,1281,1305,1324,1334,1362,1413,1444,1488
157,08,005,19630,00000,00000,1,A,Deer Trail town,Colorado,546,547,549,557,566,575,585,621,695,702,736
157,08,005,24785,00000,00000,1,A,Englewood city,Colorado,30255,30259,30367,30801,31322,31771,32618,33096,34228,34467,34690
157,08,005,28105,00000,00000,1,A,Foxfield town,Colorado,685,714,719,732,744,766,775,791,795,789,792
157,08,005,30340,00000,00000,1,A,Glendale city,Colorado,4184,4318,4334,4395,4466,4530,5120,5189,5211,5168,5170
157,08,005,33035,00000,00000,1,A,Greenwood Village city,Colorado,13925,13921,13978,14214,14469,14686,15385,15619,15778,15752,15801
157,08,005,45255,00000,00000,1,A,Littleton city (pt.),Colorado,39328,39224,39496,40618,41296,41915,42219,43732,43940,45108,45298
157,08,005,69645,00000,00000,1,A,Sheridan city,Colorado,5664,5620,5643,5719,5829,5892,5940,6029,6055,6061,6164
